Question,Answer,Answer_start,Answer_end,Context
Krishna is a _.,woman,0,4,"['seduced by greed, do not see thewickedness of destroying the family and the crime inbetraying their friends, how could we fail to know that weshould turn away from this evil, we who see the wickednessof destroying the family, Janardana?é‹ƒ’æ‰ ¥˘®Õæ⁄≥™ é‹ƒ∞ºŸ@Å –≤Ÿ™≤ŸÅ |∞º@‰ ≤{‰ é‹ƒÄ é‚´—≤º∞ºË@É⁄∫∫∆´æ‹™ || 40When the family is destroyed, the eternal family laws arelost, and when the law is lost, lawlessness overwhelms thewhole family.Ç∞ºŸ@⁄∫∫∆Ÿ´é‚œ® ¥˘Æ‹œæ⁄≥™ é‹ƒ⁄—&æÅ |—&¤Œ‹ Æ‹{Ÿ–‹ ∆Ÿœ®@‰æ úŸæ™‰ ∆®@–Äé¿Å || 41–Äé¿Ë ≤¿éŸæÊ∆ é‹ƒîÙŸ≤ŸÄ é‹ƒ—æ ò |¥™⁄≥™ ⁄¥™¿Ë “¯‰ŒŸÄ ƒ‹P⁄¥©•ËÆé⁄$æŸÅ || 42\x0cA RJUNA’S DESPAIR9Because lawlessness prevails, Krishna, the women of thefamily become corrupted. When the women']"
Which of the following is TRUE according to the passage?,Dhritarashtra was a god of war.,0,30,"['son of Pandu, seeing the sons ofDhritarashtra lined up, lifted his bow as the clash of armsbegan and spoke these words to Hrishikesha, O Lord of theEarth: ‘Achyuta, station my chariot between the two armies,so that I may observe these men, standing eager for battle,with whom I must ﬁght in this strenuous engagement.æË´—æºŸ≤Ÿ≤∆‰’‰É“Ä æ ä™‰É& –ºŸí™ŸÅ |∞Ÿ™@¿Ÿ{˙—æ Æ‹∏Ø‹@ Û‰æ‹@ØÛ‰ ⁄¥˘æ⁄òé¤Œ@∆Å || 23I see these men who have assembled here, ready to ﬁght,wanting to please the evil-minded son of Dhritarashtrain battle.’ä∆º‹#Ë „Œ¤éÂÀË í‹•ŸéÂÀ‰≤ ∫Ÿ¿™ |–‰≤æË¡∫æËº@±æ‰ —¨Ÿ¥⁄æ´∆Ÿ ¿¨Ë%ººÎ || 24∫¤œºÆ˙Ë®¥˘ºê‹ ™Å –∆@‰ŒŸÄ ò º“¤⁄’™ŸºÎ |Ü∆Ÿò ¥Ÿ¨@ ¥ÕæÊ™Ÿ≥–º∆‰™Ÿ≥é‹¬⁄≤⁄™ || 25When Gudakesha had spoken']"
Which of the following is TRUE according to the passage?,Ragveda is mainly composed of hymns in praise of the gods.,0,57,"['Hindu mythology. Themost famous are Parashurama (Rama with the axe, the sixth incarnation of Vishnu), Ramachandra (the seventh incarnation of Vishnu,who killed the demon Ravana), and Balarama (the strong Rama,regarded as the eighth incarnation of Vishnu).\x0cNAMES AND NICKNAMES181Rigveda The ﬁrst Veda, consisting mostly of hymns in praise to the gods.Rudra Shiva. Means “roarer, howler.” In the Vedas, he is the god oftempests and the father and ruler of the Rudras and Maruts. Itbecame a name for Shiva in classical Hinduism.Rudras Storm gods who are sometimes identiﬁed with, or distinguishedfrom, the Maruts.Sadhyas A class of celestial beings.Sahadeva The youngest of the']"
What is Madhusudana's attitude towards killing the sons of Dhritarashtra?,He is against it.,0,16,"['want to kill, even if they kill us,Madhusudana, even for the kingdom of the three worlds,and even less for the earth.⁄≤“´æ ∞Ÿ™@¿Ÿ{˙Ÿ≤ÙÅ éŸ ¥˘¤⁄™Å —æŸúÚ≤ŸÆ@≤ |¥Ÿ¥º‰∆ŸÃ˘æ‰Æ—ºŸ≥“´∆Ê™Ÿ≤Ÿ™™Ÿ⁄æ≤Å || 36What joy would we gain, Janardana, by killing the sons ofDhritarashtra? Only evil would accrue to us by killingthese malefactors.\x0c8Çú@‹≤⁄∆ŒŸÆæËí™—ºŸ≤ÙŸ“Ÿ@ ∆æÄ “≥™‹Ä ∞Ÿ™@¿Ÿ{˙Ÿ≥–∏Ÿ≥∞∆Ÿ≤Î |—∆ú≤Ä ⁄“ é¨Ä “´∆Ÿ –‹⁄ê≤Å —æŸº ºŸ∞∆ || 37Therefore, we must not kill the sons of Dhritarashtra and ourkinsmen. How could we become happy by killing our family?æYµæ‰™‰ ≤ ¥Õæ⁄≥™ ƒË∫Ë¥“™ò‰™–Å |é‹ƒ’æé‚™Ä ÆËŒÄ ⁄º&Æ˙Ë“‰ ò ¥Ÿ™éºÎ || 38é¨Ä ≤ ◊‰æº—ºŸ⁄∫Å ¥Ÿ¥ŸÆ—ºŸ⁄≤Ù∆⁄™@™‹ºÎ |é‹ƒ’æé‚™Ä ÆËŒÄ ¥˘¥Õæ⁄Øˆú@≤ŸÆ@≤ || 39Even if they, their minds']"
Which of the following is TRUE according to the passage?," Yoga is a discipline of, 68, 62, 68perfect, 67, 68renunciation of attachment, 63, 67, 68",0,88,"['168world, origin of the, 70–71, 85–87worship. See also devotiondiscipline of, 68, 75, 95, 117–118happiness from, 94–95peace attained through, 91undeviating, 87, 89–91, 94unity attained through, 90–91, 127YYadava (Krishna), 112, 183Yadu, 183Yakshas, 108, 183Yama (god of death), 99, 112, 183Yoga. See also meditation199achieving, 58–59, 65, 117consequence of failure in, 66–67deﬁ ned, 183discipline of, 48, 62–63, 65, 117dominated by clarity, 165equanimity as deﬁ nition of, 22, 65eternal and imperishable, 39–40practice of, 60–63, 65as sacriﬁce, 45textual translation, xxiiiYogaVidya.com, xvii, xxiyogi(s)characteristics of, 55, 58, 60, 120death-rebirth cycle, 82–83deﬁ ned, xxiiidiscipline in, 60–62, 68perfect, 64, 67–68renunciation of attachment, 52sacriﬁces offered by, 45stainless, 63–64Yudhamanyu, 2, 183Yudhishthira (Dharmaputra/Dharmaraja),']"
Which of the following is TRUE according to the passage?,Keshin is the son of Yoga.,0,25,"['of, 115Krishna, also known asAchyuta, 5, 113, 173, 176Enemy Slayer, 12, 178Hrishikesha, 4, 5, 13, 111, 157, 178Janardana, 7, 8, 9, 28, 97, 115, 178Keshava, 6, 23, 28, 96, 111, 174,179The Lord. See The Lord(Lord of) Yoga, 39–40Lotus Eyed, 103, 179Madhava, 3, 179Madhusudana, 7, 11, 12, 65, 77, 179Mighty-armed Prince, 66, 108,157, 180Slayer of Keshin, 157, 181Son of Vrishni, 9, 36, 182the supreme spirit, 137–142Vasudeva, 73, 101, 115, 174, 182Yadava, 112, 183Kunti (Pritha), 179, 180Kunti, Son of (Arjuna), xvi, 4, 6, 14,19, 24, 30, 37, 55, 65, 71, 78, 80,85–86, 89–91, 122, 128, 131,147, 168–169, 171, 181Kuntibhoja, 2, 179Kuru, xiii–xiv,']"
Which of the following is TRUE according to the passage?,The cow of plenty is a symbol of fertility.,0,42,"['philosophy, the other two beingthe Upanishads and the Gita itself.Brahman The primordial principle or shapeless substance of which theuniverse is made, and to which it returns.Brahmic Brahman-related, sacred, or holy.Brihaspati The priest (purohita) of the gods, and also the planet Jupiter.Bull Among Men In the Gita, Arjuna and Shaibya.Bull of the Bharatas Arjuna.Chekitana A warrior of the Vrishni tribe.Chitraratha The king of the Gandharvas.Cow of Plenty A cow that belongs to the sage Vasishtha. She wasproduced by the churning of the Milk Ocean and is supposed togrant all wishes. Also the mother of all cows and a symbol of fertility.Devadatta']"
Which of the following is TRUE according to the passage?,Hari Vishnu is also a Kaurava.,0,29,"['heaven.Gandiva Arjuna’s bow.Ganges The holiest river of India.Garuda A mythical bird and the mount of Vishnu.Gayatri A poetic meter. It is also a speciﬁc verse in the Rigvedawhich every orthodox Brahmin must repeat at his morning andevening devotions.Govinda Krishna. Means “protector of cows.”Gudakesha Arjuna. Means “thick-haired.”Hari Vishnu.Hero of the Kurus Arjuna. Although primarily a Pandava, he is alsoa Kaurava.Himalayas The world’s highest mountains, located between India andTibet. Means “place of snow.”Hrishikesha Krishna. Means “bristling-haired.”Ikshvaku A son of Manu Vaivasvata, he was the ﬁrst king of the solardynasty of Ayodhya.Indra The king of the gods.Jahnu An ancient king and sage. When']"
Which of the following is TRUE according to the passage?,Arjuna is the name of a hero in the Mahabharata.,0,47,"['name for Krishnain the Gita, but also used for others in the Mahabharata.Aditya The sun.Adityas A class of gods who are the sons of Aditi and Kashyapa. Thereare twelve of them, of whom Vishnu is the most important.Agni The god of ﬁre.Airavata Indra’s elephant.Ananta One of the three kings of the serpents; the other two are Vasukiand Takshaka. Means “the inﬁ nite.” Also known as Shesha.Anantavijaya Yudhishthira’s conch shell.Arjuna The great archer and renowned hero of the Mahabharata. Heis one of the ﬁve Pandu brothers (the Pandavas) who ﬁght their evilKuru cousins (the Kauravas) for the kingdom of Hastinapura. Arjunais']"
" According to the passage, which of the following is TRUE?",The divine spirit is a kind of knowledge.,0,40,"['also actionavoiding, 29as consequence of action, 29–30law of, 170–171release from, 90, 168textual translation, xxii193Karma Yoga, xii, xxiiiKarna, 2, 109, 111, 179Kashi (Banaras or Varanasi), 179Kashi, king of, 2, 4Katha Upanishad, xi–xiiKauravas (Sons of Dhritarashtra),xiii–xiv, 4, 5, 7, 8, 9, 12, 109,179Keshava (Krishna), 6, 23, 28, 96, 111,174, 179Keshin, 157, 179killing, 12, 15–16, 18King, Martin Luther, Jr., xiiknowingthe divine spirit, 69–75, 96–102,116, 138–139the knower, 122–129by which immortality is achieved,124knowledgeaction and, 43, 47, 161agitation and, 36–37, 162attachment to, 131boat of, 47clarity and, 132, 134, 162deﬁ ned, 123discernment and, 69–76discipline of, 29divine mystery unveiled, 84–91doubt destroyed by, 48–49of the ﬁeld and its knower,']"
" According to the passage, which of the following is TRUE?",Yoga is a kind of meditation.,0,28,"['NDEXsupreme good, 28–29, 32the Supreme Spirit (Brahman), 126,137–142, 182. See also Brahmanknowledge illumines, 53seeing the, 24surrender, 35, 118, 172Ttamas (sluggishness), xxiitaste, sense of, 24tat, 155teachers, killing of, 12theory, 11–27theory vs. practice, 51Theosophists, xthief, 31thinking of not-thinking, 63Thoreau, Henry David, xiithought restrained by Yoga, 62–63three kinds of faith, 149–156. Seealso speciﬁ c practicesthree properties, 29, 34, 71–72,130–136, 149–155. See alsospeciﬁ c propertiesthree worlds, 141time beyond time, 81–82, 100tranquility, 26–27, 59Transcendentalists, attraction ofGita to, x–xitransitory existence, 78transmigration, 14–15, 54, 66–67truth, 162UUcchaishravas, 99, 182unity, attaining. See also deathrebirth cycle (wheel of life),release fromactions in, 120–121by devotion, 90–91, 170, 172with discipline, 51–52, 117–119discrimination in,']"
The family killers are those who _.,break the eternal caste laws and family laws,0,43,"['are corrupted,Son of Vrishni, the classes get confused, a confusion leadingto hell for family and family killers. For their fathers fall,deprived of their offerings of rice balls and water.ÆËŒÊ¿‰™ÊÅ é‹ƒîÙŸ≤ŸÄ ∆®@–Äé¿éŸ¿éÁÅ |Ü´–ŸY≥™‰ úŸ⁄™∞ºŸ@Å é‹ƒ∞ºŸ@XŸ ÀŸÕ∆™ŸÅ || 43Because of these transgressions of the family killers whichcause confusion of the classes, the eternal caste laws andfamily laws are set aside.Ü´–≤Ùé‹ƒ∞ºŸ@®ŸÄ º≤‹œæŸ®ŸÄ ú≤ŸÆ@≤ |≤¿éÂ ⁄≤æ™Ä ∆Ÿ–Ë ∫∆™¤´æ≤‹ÀÃ‹ ˘‹º || 44We have heard, Janardana, that a place in hell is guaranteedfor men who have set aside their family laws.Ç“Ë ∏™ º“´¥Ÿ¥Ä é™@‹Ä …æ∆⁄–™Ÿ ∆æºÎ |æÆ˙Ÿùæ–‹êƒË∫‰≤ “≥™‹Ä —∆ú≤º‹Y™ŸÅ || 45Alas! We have decided to do']"
" According to the passage, which of the following is NOT true?",The eternal and imperishable is the source of all.,0,49,"['174, 183Eearthly cycles, 81ego, 160, 163ego-consciousness, 27, 34, 70, 123,170. See also consciousnessEliot, T. S., xiemancipation. See death-rebirthcycle (wheel of life), releasefromEmerson, Ralph Waldo, xi–xiiendurance, 123Enemy Slayer (Krishna), 12, 178entitlement, 21envy, freedom from, 44epithets used in the Gita, xvi,176–183equability, xequanimity, 22, 65eternal and imperishable, the, 14–18,39–40, 74–75, 81–82, 85–91,140ether, 70evil. See also demonsaccrued by killing, 7–8agitation and, 36attachment and, 52, 138blindness to one’s, 8causes of, 9, 36–37\x0c192I NDEXevil. See also demons (continued)of destroying the family, 8–9release from actions of, 172evil-doers, 47, 72existenceof the eternal and imperishable,14–18, 39–42, 74–75, 81–82,85–91source of all, 70–71, 85–88, 93–95,97, 129–130transitory, 78expectations, abandoning, 44, 60Ffailure-success distinction,']"
The writer is _.,a student of the law,0,19,"['í¿¤æË æÆ˝Ÿ úæ‰º æ⁄Æ ∆Ÿ ≤Ë úæ‰æ‹Å |æŸ≤‰∆ “´∆Ÿ ≤ ⁄úú¤⁄∆ŒŸº—™‰É∆⁄—¨™ŸÅ ¥˘ºê‹ ‰ ∞Ÿ™@¿Ÿ{˙ŸÅ || 6Nor do we know what is better for us, whether we win or lose.The sons of Dhritarashtra are arrayed before us. If we killthem, we shall not wish to live.éŸ¥@©æÆËŒË¥“™—∆∫Ÿ∆Å ¥‡ôöŸ⁄º ´∆ŸÄ ∞º@–Äº›ßò‰™ŸÅ |æôö˙‰æÅ —æŸ⁄≤Ù⁄XŸ™Ä ∏˘›⁄“ ™≥º‰ ⁄Àœæ—™‰É“Ä ÀŸ⁄∞ ºŸÄ ´∆ŸÄ ¥˘¥≤ÙºÎ || 7My deepest nature has been stricken by the error of compassion. With a mind confused about the law, I ask you whatwould be best. Tell me this for sure. I am your student.Teach me as I seek refuge in you.\x0cTHEORY13≤ ⁄“ ¥˘¥ÕæŸ⁄º']"
What is the best title for the passage?,The Holy Gita,0,12,"['in the instruction which teaches the sacredknowledge given by the exalted Krishna in his conversationwith Arjuna, the auspicious Bhagavad Gita, which is in thework of a hundred thousand verses, the glorious Mahabharata.\x0c⁄Æ˝™¤æËÉ±æŸæÅChapter TwoTheory–Äúæ Ü∆Ÿò |™Ä ™¨Ÿ é‚¥æŸ⁄∆{ºÃ˘‹¥›®Ÿ@é‹ƒ‰’®ºÎ |⁄∆Œ¤Æ≥™⁄ºÆÄ ∆Ÿèæº‹∆Ÿò º∞‹–›Æ≤Å || 1Sanjaya said, “Thus overcome with compassion, his eyes ﬁlledwith tears in despair, Madhusudana spoke to him.Ã˘¤∫í∆Ÿ≤‹∆Ÿò |é‹™—´∆Ÿ éÕºƒ⁄ºÆÄ ⁄∆Œº‰ –º‹¥⁄—¨™ºÎ |Ç≤Ÿæ@ú‹{º—∆ìæ@ºé¤⁄™@é¿ºú@‹≤ || 2The Lord said, ‘Why has this foul delusion come over youin this critical hour, Arjuna? It is ignoble, it doesn’t lead toheaven, and it is disgraceful.éLÁπæÄ ºŸ —º íºÅ ¥Ÿ¨@ ≤Ê™^∆øæ‹¥¥Y™‰ |’‹Æ˙Ä „ÆæÆÈ∏@≈æÄ ´æè´∆Ë⁄%} ¥¿Ä™¥ || 3Do']"
Which of the following is TRUE according to the passage?,The Buddha was born in a bad womb.,0,33,"['by, 95–96translation of terms in, xxiii–xxivnatureof, 45, 81–82, 167translations of, xi, xx–xxiioriginof,31bhakti, xvpathofbecoming,45–49, 51–57,Bhakti Yoga (discipline of devotion),64,66,78–83,128xxiiiselﬂess action born from, 31Bharata, 177source of all creation, 70–71,Bharatas tribe, xiii–xiv85–88, 93–95, 97, 129–130,Bhima (Wolf Belly), xiii, 2, 3, 4, 177,130–131183textual interpretation, xxii–xxiiiBhishma, 2, 3, 5, 12, 109, 111, 177Brahma Sutras, ix, 123, 177Bhrigu, 98, 177Brahmic, 177birth. See also death-rebirth cycleBrahmic state, deﬁ ned, 27(wheel of life)breath, the, 45–46, 56, 140certainty of, 17Brihaspati, 98, 177to divine vs. demonic fortune,Bull Among Men (Arjuna or143–144Shaibya), 2, 177, 181in good or bad wombs, 126bliss, attaining, 50, 55, 62–64Bull of the Bharatas (Arjuna), 37, 71,body, the72,']"
Which of the following is TRUE according to the passage?,Yoga is a kind of mental discipline.,0,35,"['(yet also appears as a character within the epic), thePuranas, and other portions of Hindu sacred literature. But the nameVyasa, meaning “arranger, compiler,” seems to have been given toany great editor or author.Wolf Belly Bhima.Yadava Krishna, so called because he belonged to the Yadava tribe (alsoknown as the Vrishnis). Also simply a descendant of Yadu.Yadu An ancient hero. Also the name of a country west of theYamuna river.Yakshas A class of supernatural beings, or spirits. Usually regarded asbenevolent, but sometimes as malignant.Yama The god of death.Yoga In the Gita, most often means “mental discipline.” Also one of thesix darshanas (perspectives),']"
Which of the following is NOT true?,Kandarpa is a god of love.,0,25,"['the Ganges was brought downfrom heaven, it was forced to ﬂow over the earth to the ocean andthence descend to the netherworld. In its course, it inundated thesacriﬁcial ground of Jahnu, who drank up its waters but consented todischarge them from his ears. Hence the river Ganges is regarded ashis daughter and called Jahnavi.Janaka A king of Videha or Mithila.Janardana Krishna.Jayadratha A king ﬁghting on the Kauravas’ side.Joy of the Kurus Arjuna. Although primarily a Pandava, he is alsoa Kaurava.Kandarpa The god of love, also known as Kama or Kamadeva.Kapila An ancient sage (identiﬁed by some with Vishnu and consideredthe']"
Which of the following is TRUE according to the passage?,The Lord of Yoga is the most important.,0,38,"['1, 3, 179Kurus, 5, 20, 46, 67, 97, 114, 133Llamp sheltered from the wind, 62law, the, 18, 41lawlessness, 8–9, 41learned, actions of the, 33–35, 43liberationthe liberating Brahman, 77–83renunciation and, 157–175life, purpose in, 31, 140. See alsodeath-rebirth cycle (wheel oflife)The Lordeight factors, 70eternal and imperishable, 39–40,74–75, 85–91faith in, 72–75knowing the, 69–75, 96–102omniscience, 75turning away from, 72unmanifest, 74, 85worshiping, 72, 75Lord of the Earth (Dhritarashtra),xiii, xv–xvi, 1, 4, 5, 7, 8, 9, 12,109, 177, 179Lord of Yoga (Krishna), 104, 105,174, 175, 179Lotus Eyed (Krishna), 103, 179love, 35, 171, 173love, god of (Kandarpa), 99, 178MMadhava (Krishna), 3, 179Madhusudana (Krishna), 7, 11, 12,65, 77,']"
Which of the following is TRUE according to the passage?,Arjuna is a hero of the Kurus.,0,29,"['176,182Anantavijaya, 4, 176Andrews, C. F., xanger, 23, 25, 36, 55–56, 145–147animals, king of, 99–100aparigraha (nonpossession), xape-bannered son of Pandu. SeePandu, Son of (Arjuna)Arjunaabout, xiii–xivarmy of, 1–6asks Krishna to reveal himself,103–104becomes disciple, 12compassion of, 6, 11, 12delusion is dispelled, 173Krishna as teacher of, xvKrishna reveals himself to,105–115moral paradox of, xiv–xvoverwhelmed, seeks forgiveness,111–115refusal to ﬁght, 1–13, 18Arjuna, also known asBest of the Bharatas, 152, 158, 176Best of the Kurus, 46, 97, 176Bull Among Men, 177Bull of the Bharatas, 37, 71, 72, 82,127, 132, 165, 177Dhananjaya, 4, 22, 48, 70, 86, 101,106, 119, 164, 173, 177Gudakesha, 5, 13, 97, 104, 178Hero of the']"
Which of the following is TRUE according to the passage?,The author is a translator.,0,26,"['and Cologne. He has lectured at OsloUniversity on Sanskrit, Pali, Hinduism, text analysis, andstatistics, and was a visiting fellow at Oxford University.He is one of Europe’s most experienced translators.FYOGAVIDYA.COM is dedicated to publishing excellent andaffordable books about Yoga. It is completely independentof any commercial, governmental, educational, orreligious institutions.185\x0c™‡™¤æËÉ±æŸæÅChapter ThreeIndexPage ranges in bold indicate a chapter by that title.Aacceptance, 41Achyuta (Krishna), 5, 113, 173, 176acquisitiveness, 21action, 28–38. See also karma;rewards (fruit of actions)agents of, 160–161agitation and, 132, 159, 163in attaining Yoga, 58–59binding the soul in the body, 131bliss obtained with, 50clarity of, 132–133, 159, 162creation as, 53, 78discipline of, 29, 34,']"
Which of the following is TRUE according to the passage?,The author thinks that the actions of the prince are a result of the destruction of nature.,0,90,"['179\x0cI NDEXMahabharata (Great Story of theBharatas), xii–xv, xviii–xxxMandela, Nelson, xiiManipushpaka, 4, 179Manu, 39, 94, 179Margashirsha, 101, 180Marici, 97, 180Maruts, 97, 104, 108, 180material substratum, 78meditation, 58–68. See also Yogaattaining unity through, 79–80,117–119on the Divine, 79–90knowing attained through, 96–97,127knowledge compared, 119practice of, 119release obtained with, 56relinquishing rewards compared,119memory, loss of, 25Meru, 98, 180Mighty-armed Prince (Arjuna), xvi,17, 26, 34, 38, 51, 65, 70, 93, 131,160, 180Mighty-armed Prince (Krishna), 66,108, 157, 180mind, theactions initiated by, 160austerity of, 153destruction of, 25disciplined, 20–26, 44, 60–63as factor of primordial nature, 70miracles, 17misaction-action-inaction, 43motivation, 21, 22NNakula, xiii, 4, 180Narada, 96, 98, 180nature, 70–71, 87. See also creationnegligence,']"
